SCORES_TXT_BEGIN_0 0 47 9 BLEU
6 10 5 9 4 8 3 7 6 
6 7 3 6 1 5 0 4 6 
6 10 5 9 4 8 3 7 6 
6 8 4 7 2 6 0 5 6 
4 6 2 5 1 4 0 3 6 
4 6 2 5 1 4 0 3 6 
6 7 4 6 2 5 1 4 6 
6 8 5 7 4 6 3 5 6 
5 9 4 8 3 7 2 6 6 
4 8 2 7 1 6 0 5 6 
6 9 5 8 4 7 3 6 6 
6 8 4 7 2 6 1 5 6 
5 6 2 5 1 4 0 3 6 
5 12 4 11 3 10 2 9 6 
5 12 4 11 3 10 2 9 6 
6 9 5 8 4 7 3 6 6 
6 8 5 7 4 6 3 5 6 
5 10 2 9 0 8 0 7 6 
5 10 2 9 0 8 0 7 6 
6 9 5 8 4 7 3 6 6 
6 7 4 6 2 5 1 4 6 
6 8 5 7 4 6 3 5 6 
6 8 5 7 4 6 3 5 6 
6 8 2 7 0 6 0 5 6 
5 9 2 8 0 7 0 6 6 
5 8 2 7 1 6 0 5 6 
6 8 4 7 2 6 0 5 6 
6 8 4 7 2 6 1 5 6 
5 9 2 8 0 7 0 6 6 
6 6 3 5 1 4 0 3 6 
6 10 4 9 2 8 1 7 6 
4 10 2 9 1 8 0 7 6 
6 10 4 9 2 8 1 7 6 
5 11 3 10 1 9 0 8 6 
6 8 4 7 3 6 2 5 6 
5 11 3 10 1 9 0 8 6 
4 10 2 9 1 8 0 7 6 
6 11 4 10 3 9 2 8 6 
6 11 4 10 3 9 2 8 6 
6 7 4 6 2 5 0 4 6 
6 8 5 7 3 6 2 5 6 
6 8 5 7 3 6 2 5 6 
6 9 4 8 3 7 2 6 6 
5 8 4 7 3 6 2 5 6 
6 9 4 8 2 7 1 6 6 
4 10 2 9 1 8 0 7 6 
4 10 2 9 1 8 0 7 6 
6 10 5 9 4 8 3 7 6 
6 9 4 8 2 7 1 6 6 
5 12 4 11 3 10 2 9 6 
5 12 4 11 3 10 2 9 6 
5 7 2 6 0 5 0 4 6 
6 10 5 9 4 8 3 7 6 
5 11 4 10 3 9 2 8 6 
6 8 4 7 2 6 0 5 6 
6 9 4 8 2 7 1 6 6 
5 11 4 10 3 9 2 8 6 
6 8 5 7 4 6 3 5 6 
6 8 5 7 4 6 3 5 6 
5 6 1 5 0 4 0 3 6 
6 6 3 5 2 4 1 3 6 
6 8 4 7 2 6 1 5 6 
6 9 5 8 4 7 3 6 6 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 6 100 9 BLEU
6 6 5 5 4 4 3 3 6 
5 6 3 5 2 4 1 3 6 
6 8 4 7 3 6 2 5 6 
6 7 4 6 3 5 2 4 6 
6 10 4 9 3 8 2 7 6 
6 10 4 9 3 8 2 7 6 
5 8 3 7 2 6 1 5 6 
6 7 4 6 3 5 2 4 6 
6 9 4 8 3 7 2 6 6 
5 7 3 6 2 5 1 4 6 
6 9 4 8 3 7 2 6 6 
5 10 3 9 2 8 1 7 6 
5 10 3 9 2 8 1 7 6 
5 6 4 5 3 4 2 3 6 
5 7 3 6 2 5 1 4 6 
5 9 3 8 2 7 1 6 6 
6 7 4 6 3 5 2 4 6 
5 9 3 8 2 7 1 6 6 
4 6 3 5 2 4 1 3 6 
6 6 2 5 1 4 0 3 6 
5 6 2 5 1 4 0 3 6 
5 7 3 6 2 5 1 4 6 
5 7 4 6 3 5 2 4 6 
5 7 4 6 3 5 2 4 6 
6 8 2 7 1 6 0 5 6 
5 8 2 7 1 6 0 5 6 
